Date,Route,Vessel_Type,Freight_Rate_USD_Per_Ton,Bunker_Price,Port_Congestion_Days
2020-02-27,Australia_to_EC_India,Handysize,35.43317311019055,389.9713653174299,9
2020-02-28,Australia_to_EC_India,Handysize,35.89455073178282,392.0975556700527,9
2020-02-29,Australia_to_EC_India,Handysize,36.037166525013575,408.1838947541232,0
2020-03-01,Australia_to_EC_India,Handysize,36.046163158638755,402.3475316634372,4
2020-03-02,Australia_to_EC_India,Handysize,36.290258949161206,412.22442755216537,8
2020-03-03,Australia_to_EC_India,Handysize,36.817633983683514,393.7578873057622,2
2020-03-04,Australia_to_EC_India,Handysize,36.846155278722506,415.0591235228518,0
2020-03-05,Australia_to_EC_India,Handysize,36.71808632923547,406.7287358060023,7
2020-03-06,Australia_to_EC_India,Handysize,37.124427863703794,415.4330734890194,2
2020-03-07,Australia_to_EC_India,Handysize,37.49744597012828,402.76119449277326,8
2020-03-08,Australia_to_EC_India,Handysize,38.39111118062085,409.14452804351015,8
2020-03-09,Australia_to_EC_India,Handysize,38.007488223787604,404.153322578681,7
2020-03-10,Australia_to_EC_India,Handysize,38.542252632097,408.5340081037573,0
2020-03-11,Australia_to_EC_India,Handysize,38.85987701014994,385.5409183765359,2
2020-03-12,Australia_to_EC_India,Handysize,38.48374436783504,411.61007125477425,5
2020-03-13,Australia_to_EC_India,Handysize,38.631336031454374,408.53973971062874,7
2020-03-14,Australia_to_EC_India,Handysize,39.26808639198373,409.78579887131224,0
2020-03-15,Australia_to_EC_India,Handysize,39.316004424108115,431.6078905002885,4
2020-03-16,Australia_to_EC_India,Handysize,39.468644416263466,388.69807899911615,3
2020-03-17,Australia_to_EC_India,Handysize,39.64064666954771,403.03348066341414,0
2020-03-18,Australia_to_EC_India,Handysize,39.791869414462504,406.31218588553753,4
2020-03-19,Australia_to_EC_India,Handysize,40.07921450364976,409.4719518511176,4
2020-03-20,Australia_to_EC_India,Handysize,40.18657058334055,411.80960701386965,4
2020-03-21,Australia_to_EC_India,Handysize,40.47864589953539,404.91249694354394,3
2020-03-22,Australia_to_EC_India,Handysize,40.29790432309106,389.2577265875336,6
2020-03-23,Australia_to_EC_India,Handysize,40.411811922380934,386.9155044926762,1
2020-03-24,Australia_to_EC_India,Handysize,40.85461117203339,405.3309875499032,9
2020-03-25,Australia_to_EC_India,Handysize,41.26773105749721,393.60419013398746,6
2020-03-26,Australia_to_EC_India,Handysize,41.450361584259156,392.97649585608605,1
2020-03-27,Australia_to_EC_India,Handysize,41.96306864416022,399.9131549734345,8
2020-03-28,Australia_to_EC_India,Handysize,41.739215072974396,418.2262448761117,9
2020-03-29,Australia_to_EC_India,Handysize,42.10510918165621,409.5440583435144,8
2020-03-30,Australia_to_EC_India,Handysize,41.971891687955505,406.359663559862,6
2020-03-31,Australia_to_EC_India,Handysize,42.70683273764671,404.47926256179863,0
2020-04-01,Australia_to_EC_India,Handysize,42.80069555721004,397.5344470810672,2
2020-04-02,Australia_to_EC_India,Handysize,42.499596813456016,389.3985149023205,1
2020-04-03,Australia_to_EC_India,Handysize,43.41523663040026,397.64815149217833,2
2020-04-04,Australia_to_EC_India,Handysize,44.50076680280812,385.7335469084748,5
2020-04-05,Australia_to_EC_India,Handysize,44.494419504932836,405.2081859598004,3
2020-04-06,Australia_to_EC_India,Handysize,43.85702124009639,408.6664575027323,7
2020-04-07,Australia_to_EC_India,Handysize,43.72982085227519,411.202176323739,4
2020-04-08,Australia_to_EC_India,Handysize,44.3725585557688,402.89383917947,3
2020-04-09,Australia_to_EC_India,Handysize,45.196254885985276,397.0138345198412,7
2020-04-10,Australia_to_EC_India,Handysize,44.543949555316445,406.2707419820866,0
2020-04-11,Australia_to_EC_India,Handysize,44.17805208376549,384.50020333861863,9
2020-04-12,Australia_to_EC_India,Handysize,44.026062643326064,421.0192161404738,9
2020-04-13,Australia_to_EC_India,Handysize,44.136034967457746,412.72328460415076,5
2020-04-14,Australia_to_EC_India,Handysize,44.66972655495343,417.070267388121,4
2020-04-15,Australia_to_EC_India,Handysize,44.933021299734186,426.85426489449793,4
2020-04-16,Australia_to_EC_India,Handysize,44.55644388105009,422.8433568119107,9
2020-04-17,Australia_to_EC_India,Handysize,45.21660319144271,397.3295041782045,8
2020-04-18,Australia_to_EC_India,Handysize,45.0971904172564,401.7721403857196,0
2020-04-19,Australia_to_EC_India,Handysize,45.52856522280234,410.40516517150235,3
2020-04-20,Australia_to_EC_India,Handysize,45.57837974518754,391.9283670147438,6
2020-04-21,Australia_to_EC_India,Handysize,45.59852258156785,409.6522888406974,9
2020-04-22,Australia_to_EC_India,Handysize,45.77084197145666,427.8861681188955,0
2020-04-23,Australia_to_EC_India,Handysize,46.692145538779556,408.54494720690036,7
2020-04-24,Australia_to_EC_India,Handysize,46.97658617150987,413.6685242632426,3
2020-04-25,Australia_to_EC_India,Handysize,46.363332119329485,417.2116064511669,0
2020-04-26,Australia_to_EC_India,Handysize,47.36108239756394,384.88532083916726,4
2020-04-27,Australia_to_EC_India,Handysize,47.95922365153491,408.87510028213296,7
2020-04-28,Australia_to_EC_India,Handysize,47.906739716734684,406.4821814472495,7
2020-04-29,Australia_to_EC_India,Handysize,48.669510740025096,394.5941954820168,1
2020-04-30,Australia_to_EC_India,Handysize,48.79761516797896,387.24195437495257,9
2020-05-01,Australia_to_EC_India,Handysize,49.31652234600563,418.931701309016,7
2020-05-02,Australia_to_EC_India,Handysize,49.77835874070118,410.7024872536284,8
2020-05-03,Australia_to_EC_India,Handysize,49.02689416808451,418.3018622205419,7
2020-05-04,Australia_to_EC_India,Handysize,48.445573600018776,392.20049779157375,6
2020-05-05,Australia_to_EC_India,Handysize,48.9952605299621,406.6959842162777,4
2020-05-06,Australia_to_EC_India,Handysize,49.431697912323735,393.2945607069513,6
2020-05-07,Australia_to_EC_India,Handysize,49.39756856262657,407.02242939411695,0
2020-05-08,Australia_to_EC_India,Handysize,49.39456856443919,436.94605009526833,8
2020-05-09,Australia_to_EC_India,Handysize,49.793053729769774,401.30353126845773,0
2020-05-10,Australia_to_EC_India,Handysize,49.752518940124574,414.2464342800232,3
2020-05-11,Australia_to_EC_India,Handysize,50.639668174107044,415.0584696598615,4
2020-05-12,Australia_to_EC_India,Handysize,50.84085784323328,396.35883198363734,3
2020-05-13,Australia_to_EC_India,Handysize,51.422697714369086,412.3228257740216,6
2020-05-14,Australia_to_EC_India,Handysize,51.402391375730666,406.8993442506118,4
2020-05-15,Australia_to_EC_India,Handysize,51.237561050682054,404.3180283719342,9
2020-05-16,Australia_to_EC_India,Handysize,51.740502321666305,402.9356250193709,1
2020-05-17,Australia_to_EC_India,Handysize,51.887456352760886,405.23350319239705,5
2020-05-18,Australia_to_EC_India,Handysize,52.09436672672069,399.336767080681,9
2020-05-19,Australia_to_EC_India,Handysize,52.55573773144661,402.06916704125223,1
2020-05-20,Australia_to_EC_India,Handysize,53.12230448396363,399.6323815286391,6
2020-05-21,Australia_to_EC_India,Handysize,52.937655549580505,402.2717273172738,5
2020-05-22,Australia_to_EC_India,Handysize,52.63052101301981,412.7257807001374,2
2020-05-23,Australia_to_EC_India,Handysize,52.72136006585286,394.3809051880142,1
2020-05-24,Australia_to_EC_India,Handysize,52.544682875520785,403.92424397903415,7
2020-05-25,Australia_to_EC_India,Handysize,52.767815940022814,396.13388939886903,0
2020-05-26,Australia_to_EC_India,Handysize,52.41793078746865,412.02191724736826,8
2020-05-27,Australia_to_EC_India,Handysize,51.929221080465446,395.9648296992149,7
2020-05-28,Australia_to_EC_India,Handysize,50.990722758047674,415.8334576673306,9
2020-05-29,Australia_to_EC_India,Handysize,51.16527655847775,404.53212284221024,4
2020-05-30,Australia_to_EC_India,Handysize,51.585276150152424,393.7429840519926,8
2020-05-31,Australia_to_EC_India,Handysize,52.57577935933063,408.46846568489156,0
2020-06-01,Australia_to_EC_India,Handysize,53.133747611833385,422.5670767368304,6
2020-06-02,Australia_to_EC_India,Handysize,54.08505430634827,396.32321598084076,7
2020-06-03,Australia_to_EC_India,Handysize,54.34308910276607,393.99769730159335,7
2020-06-04,Australia_to_EC_India,Handysize,54.826612269869344,386.3048855844321,4
2020-06-05,Australia_to_EC_India,Handysize,55.03131471457534,423.16790722655116,0
2020-06-06,Australia_to_EC_India,Handysize,55.787910718959544,389.4801851902354,2
2020-06-07,Australia_to_EC_India,Handysize,56.14767036983637,419.17278508868856,1
2020-06-08,Australia_to_EC_India,Handysize,55.715411337265074,406.30204803599815,7
2020-06-09,Australia_to_EC_India,Handysize,56.245061582470356,399.7144423133452,0
2020-06-10,Australia_to_EC_India,Handysize,56.84931067111658,397.6283379044584,8
2020-06-11,Australia_to_EC_India,Handysize,56.85620009017145,416.7843619541269,2
2020-06-12,Australia_to_EC_India,Handysize,56.99377045363163,399.56244191469926,4
2020-06-13,Australia_to_EC_India,Handysize,57.647737833888954,407.53078364537174,4
2020-06-14,Australia_to_EC_India,Handysize,57.43486466985365,417.9659026874742,4
2020-06-15,Australia_to_EC_India,Handysize,57.0500029769371,402.98240398417937,2
2020-06-16,Australia_to_EC_India,Handysize,56.74068501965263,397.69595972288533,0
2020-06-17,Australia_to_EC_India,Handysize,57.201712652533715,419.8199088035741,7
2020-06-18,Australia_to_EC_India,Handysize,57.23522161234644,400.1458754487481,5
2020-06-19,Australia_to_EC_India,Handysize,57.312633861998975,419.918827381722,0
2020-06-20,Australia_to_EC_India,Handysize,58.16569568566786,421.95960725882435,8
2020-06-21,Australia_to_EC_India,Handysize,57.96644136315388,429.79877674650123,6
2020-06-22,Australia_to_EC_India,Handysize,58.24791961449512,418.09251440971576,1
2020-06-23,Australia_to_EC_India,Handysize,58.34976474206613,404.90192612738633,1
2020-06-24,Australia_to_EC_India,Handysize,57.67528094169937,418.8495867542104,2
2020-06-25,Australia_to_EC_India,Handysize,57.5826440878923,411.5816213923519,5
2020-06-26,Australia_to_EC_India,Handysize,57.94145413098678,403.37043783537604,6
2020-06-27,Australia_to_EC_India,Handysize,58.7134511501361,406.6822220436972,3
2020-06-28,Australia_to_EC_India,Handysize,59.20519728070686,402.9657058516471,0
2020-06-29,Australia_to_EC_India,Handysize,59.096774188522765,387.7592668724422,1
2020-06-30,Australia_to_EC_India,Handysize,58.48888695983625,416.4653509068181,2
2020-07-01,Australia_to_EC_India,Handysize,57.61755683927282,424.7276240939845,5
2020-07-02,Australia_to_EC_India,Handysize,57.25020427140831,410.0165295091029,3
2020-07-03,Australia_to_EC_India,Handysize,57.542267926772304,401.49927575408185,2
2020-07-04,Australia_to_EC_India,Handysize,57.71974562087686,404.5568426501822,9
2020-07-05,Australia_to_EC_India,Handysize,57.9538064458074,399.11895897939525,1
2020-07-06,Australia_to_EC_India,Handysize,57.61248093652125,398.81594390205373,4
2020-07-07,Australia_to_EC_India,Handysize,58.26778608113096,428.2225667794718,9
2020-07-08,Australia_to_EC_India,Handysize,57.759790516223916,392.80294858169924,9
2020-07-09,Australia_to_EC_India,Handysize,57.942298240992955,416.45254956015054,7
2020-07-10,Australia_to_EC_India,Handysize,57.87131789904646,402.19650283906003,0
2020-07-11,Australia_to_EC_India,Handysize,57.91515803638129,396.6538808977154,3
2020-07-12,Australia_to_EC_India,Handysize,57.66477843947931,392.12565864315604,5
2020-07-13,Australia_to_EC_India,Handysize,57.93810608986788,396.60276529381514,7
2020-07-14,Australia_to_EC_India,Handysize,57.80008946098819,405.6805429010732,7
2020-07-15,Australia_to_EC_India,Handysize,57.92065350027406,396.5610798962593,6
2020-07-16,Australia_to_EC_India,Handysize,59.11001934481967,415.60194794873803,1
2020-07-17,Australia_to_EC_India,Handysize,59.67469740086532,379.8387282657575,8
2020-07-18,Australia_to_EC_India,Handysize,59.31878873357978,410.1679448291033,6
2020-07-19,Australia_to_EC_India,Handysize,58.844186553851415,397.8624653732621,9
2020-07-20,Australia_to_EC_India,Handysize,58.16727883094242,406.47309346440306,3
2020-07-21,Australia_to_EC_India,Handysize,57.24130830520623,400.49585882208737,8
2020-07-22,Australia_to_EC_India,Handysize,56.83384446049543,404.37323963111874,5
2020-07-23,Australia_to_EC_India,Handysize,57.382660816970656,409.7952992712389,0
2020-07-24,Australia_to_EC_India,Handysize,56.51665916416051,415.0807605567398,4
2020-07-25,Australia_to_EC_India,Handysize,57.00945498512143,391.3097059342733,1
2020-07-26,Australia_to_EC_India,Handysize,56.936963953374445,388.0262584772584,5
2020-07-27,Australia_to_EC_India,Handysize,56.30705391835071,410.035891201298,5
2020-07-28,Australia_to_EC_India,Handysize,55.98727268407461,391.8177784188703,3
2020-07-29,Australia_to_EC_India,Handysize,56.23088084463812,405.8582394372469,5
2020-07-30,Australia_to_EC_India,Handysize,56.14956098897939,408.92031082086726,5
2020-07-31,Australia_to_EC_India,Handysize,56.280688942680214,406.4812336859836,7
2020-08-01,Australia_to_EC_India,Handysize,56.69490719932162,403.548567142064,4
2020-08-02,Australia_to_EC_India,Handysize,56.38416759030788,394.38573159810494,2
2020-08-03,Australia_to_EC_India,Handysize,56.55316192292104,396.2583575544893,0
2020-08-04,Australia_to_EC_India,Handysize,55.85391142766742,412.3835619801786,4
2020-08-05,Australia_to_EC_India,Handysize,56.06780874424634,404.5141804824893,2
2020-08-06,Australia_to_EC_India,Handysize,55.91434254187673,400.33159745803965,9
2020-08-07,Australia_to_EC_India,Handysize,56.616885954497924,424.2461201112416,1
2020-08-08,Australia_to_EC_India,Handysize,56.92095754218957,398.6372801391608,0
2020-08-09,Australia_to_EC_India,Handysize,56.79168587723126,394.16801363950174,5
2020-08-10,Australia_to_EC_India,Handysize,55.98085984777666,394.07990814404934,0
2020-08-11,Australia_to_EC_India,Handysize,56.05664120743079,410.84422485143546,1
2020-08-12,Australia_to_EC_India,Handysize,56.09820933850515,398.3663469672341,8
2020-08-13,Australia_to_EC_India,Handysize,55.785923211031324,391.987793667337,0
2020-08-14,Australia_to_EC_India,Handysize,55.8702158464809,420.2075397851443,7
2020-08-15,Australia_to_EC_India,Handysize,55.970089225751295,411.36971010091713,2
2020-08-16,Australia_to_EC_India,Handysize,56.01304177651446,400.1963540261897,9
2020-08-17,Australia_to_EC_India,Handysize,55.786694824968215,410.48733774657563,9
2020-08-18,Australia_to_EC_India,Handysize,56.14858487209801,400.32544510417677,6
2020-08-19,Australia_to_EC_India,Handysize,56.24917144063187,407.3617033441838,5
2020-08-20,Australia_to_EC_India,Handysize,55.19640857718547,419.5142310155376,0
2020-08-21,Australia_to_EC_India,Handysize,55.20319808007241,402.2151935463036,6
2020-08-22,Australia_to_EC_India,Handysize,54.77865094768371,404.9553918209149,7
2020-08-23,Australia_to_EC_India,Handysize,54.2973353127113,407.27561144663525,5
2020-08-24,Australia_to_EC_India,Handysize,54.65418734517456,395.5975623895097,9
2020-08-25,Australia_to_EC_India,Handysize,54.65893981994098,400.2533196953843,0
2020-08-26,Australia_to_EC_India,Handysize,54.913091951328994,405.22674754592026,3
2020-08-27,Australia_to_EC_India,Handysize,55.167374985787504,411.61392932579804,0
2020-08-28,Australia_to_EC_India,Handysize,55.06076163149877,399.6296243667411,9
2020-08-29,Australia_to_EC_India,Handysize,55.58090855278178,404.018076007192,5
2020-08-30,Australia_to_EC_India,Handysize,55.957595797833626,399.95982325193586,4
2020-08-31,Australia_to_EC_India,Handysize,54.7889502902864,400.55081643471317,1
2020-09-01,Australia_to_EC_India,Handysize,54.65905421957818,403.0551957552429,3
2020-09-02,Australia_to_EC_India,Handysize,53.864077816186054,407.2158420435743,4
2020-09-03,Australia_to_EC_India,Handysize,53.24962931307152,397.6035829624532,6
2020-09-04,Australia_to_EC_India,Handysize,53.366838647241195,403.8503521252877,9
2020-09-05,Australia_to_EC_India,Handysize,53.29335424314829,430.8419146683778,8
2020-09-06,Australia_to_EC_India,Handysize,53.49368047764406,395.0410586594249,3
2020-09-07,Australia_to_EC_India,Handysize,53.104734839971044,417.42469051599323,8
2020-09-08,Australia_to_EC_India,Handysize,53.59309366166073,399.2940420700804,7
2020-09-09,Australia_to_EC_India,Handysize,53.311483163431134,399.70338436709784,9
2020-09-10,Australia_to_EC_India,Handysize,54.17611782118367,409.64572550547024,4
2020-09-11,Australia_to_EC_India,Handysize,54.58324573940124,397.5022059913748,9
2020-09-12,Australia_to_EC_India,Handysize,54.0258150298363,387.8576321157346,8
2020-09-13,Australia_to_EC_India,Handysize,53.250120188769685,376.5598423865713,0
2020-09-14,Australia_to_EC_India,Handysize,52.918572944005305,405.2327584288426,2
2020-09-15,Australia_to_EC_India,Handysize,52.95237814080059,389.1085558026642,3
2020-09-16,Australia_to_EC_India,Handysize,53.11861487338428,402.8340599007478,0
2020-09-17,Australia_to_EC_India,Handysize,52.675131818814805,413.46507494929733,9
2020-09-18,Australia_to_EC_India,Handysize,52.410838151929596,393.3409397469756,7
2020-09-19,Australia_to_EC_India,Handysize,53.28291382491275,404.99838317453714,6
2020-09-20,Australia_to_EC_India,Handysize,53.66504397184281,401.1100254163282,0
2020-09-21,Australia_to_EC_India,Handysize,53.49375424931924,398.9719511230546,7
2020-09-22,Australia_to_EC_India,Handysize,52.67488171130086,411.4156214488531,2
2020-09-23,Australia_to_EC_India,Handysize,53.07139352303419,377.8126852638986,0
2020-09-24,Australia_to_EC_India,Handysize,53.41061075025713,383.6722965103108,3
2020-09-25,Australia_to_EC_India,Handysize,53.36708223164385,401.85798615066864,6
2020-09-26,Australia_to_EC_India,Handysize,52.87595227137027,413.62254601793074,2
2020-09-27,Australia_to_EC_India,Handysize,52.27190117869033,421.9289032686285,6
2020-09-28,Australia_to_EC_India,Handysize,52.00924696261006,414.6490646521862,8
2020-09-29,Australia_to_EC_India,Handysize,51.56747225584149,397.12304733491345,7
2020-09-30,Australia_to_EC_India,Handysize,51.44697204853863,403.1027473745202,2
2020-10-01,Australia_to_EC_India,Handysize,51.34429526922086,414.18912865555484,7
2020-10-02,Australia_to_EC_India,Handysize,51.088285108159255,400.6579907588963,7
2020-10-03,Australia_to_EC_India,Handysize,50.251228970890445,395.4008699825209,1
2020-10-04,Australia_to_EC_India,Handysize,50.222110184089985,391.89506307053927,1
2020-10-05,Australia_to_EC_India,Handysize,49.56616265232679,396.2431447438438,1
2020-10-06,Australia_to_EC_India,Handysize,49.275355387895836,403.43793846045816,3
2020-10-07,Australia_to_EC_India,Handysize,48.60442809339045,421.9541406542359,8
2020-10-08,Australia_to_EC_India,Handysize,47.74465112767621,398.9569764848032,3
2020-10-09,Australia_to_EC_India,Handysize,47.653241276398326,394.6464007514756,6
2020-10-10,Australia_to_EC_India,Handysize,47.36143943656336,417.86664090903946,2
2020-10-11,Australia_to_EC_India,Handysize,47.885002098730375,405.2831936630096,1
2020-10-12,Australia_to_EC_India,Handysize,47.189272195247185,411.83883977461943,5
2020-10-13,Australia_to_EC_India,Handysize,46.63312925924226,422.9458526075111,9
2020-10-14,Australia_to_EC_India,Handysize,45.96254007984309,405.4143730569328,6
2020-10-15,Australia_to_EC_India,Handysize,46.18809308162974,409.80192289839374,4
2020-10-16,Australia_to_EC_India,Handysize,46.03101768938534,417.99777510649784,1
2020-10-17,Australia_to_EC_India,Handysize,46.68024973538661,411.58211463232277,9
2020-10-18,Australia_to_EC_India,Handysize,46.30353394914112,407.5482361638968,5
2020-10-19,Australia_to_EC_India,Handysize,46.25465042087833,414.2331086738474,8
2020-10-20,Australia_to_EC_India,Handysize,47.2085782258981,402.2493435653797,0
2020-10-21,Australia_to_EC_India,Handysize,46.32281457675378,391.61042916703525,9
2020-10-22,Australia_to_EC_India,Handysize,45.43249358571739,394.51036825864486,5
2020-10-23,Australia_to_EC_India,Handysize,45.14593294516399,406.3917824633552,3
2020-10-24,Australia_to_EC_India,Handysize,44.90967010570619,416.4821205386949,3
2020-10-25,Australia_to_EC_India,Handysize,44.37419859446684,414.94261680047066,2
2020-10-26,Australia_to_EC_India,Handysize,44.17917931507817,409.9576517215035,7
2020-10-27,Australia_to_EC_India,Handysize,44.074590622423734,406.19656679988196,0
2020-10-28,Australia_to_EC_India,Handysize,44.05224392120016,387.21078876727006,2
2020-10-29,Australia_to_EC_India,Handysize,43.68184611788197,405.6262969808459,1
2020-10-30,Australia_to_EC_India,Handysize,43.351004065206716,427.39088745174064,8
2020-10-31,Australia_to_EC_India,Handysize,43.28553999937381,401.0576761106312,8
2020-11-01,Australia_to_EC_India,Handysize,43.45676257260724,420.4185811058127,8
2020-11-02,Australia_to_EC_India,Handysize,43.60536440188791,398.7815310754496,4
2020-11-03,Australia_to_EC_India,Handysize,43.8666661883988,398.46155335301006,0
2020-11-04,Australia_to_EC_India,Handysize,43.20749078421545,402.1437466443055,7
2020-11-05,Australia_to_EC_India,Handysize,43.35429280715462,417.26768338545673,0
2020-11-06,Australia_to_EC_India,Handysize,43.74058247840852,415.0282973435294,5
2020-11-07,Australia_to_EC_India,Handysize,44.15596924227673,414.69262513742297,8
2020-11-08,Australia_to_EC_India,Handysize,44.20296919375845,406.4830757060234,6
2020-11-09,Australia_to_EC_India,Handysize,43.57946428906428,430.46597350398747,6
2020-11-10,Australia_to_EC_India,Handysize,43.636791252314545,402.2734750747344,1
2020-11-11,Australia_to_EC_India,Handysize,44.06001842797065,400.81182609414327,3
2020-11-12,Australia_to_EC_India,Handysize,43.75617163133479,413.27137296008283,9
2020-11-13,Australia_to_EC_India,Handysize,44.179530897739056,417.3802599830185,7
2020-11-14,Australia_to_EC_India,Handysize,43.89186734720104,401.31447759970587,1
2020-11-15,Australia_to_EC_India,Handysize,43.811817157883816,414.5393591949458,9
2020-11-16,Australia_to_EC_India,Handysize,43.59747781382931,405.75604604258916,7
2020-11-17,Australia_to_EC_India,Handysize,44.06835798855753,406.371746599508,8
2020-11-18,Australia_to_EC_India,Handysize,44.02061494553518,421.5419387426143,9
2020-11-19,Australia_to_EC_India,Handysize,43.829592656420004,414.3647741215772,2
2020-11-20,Australia_to_EC_India,Handysize,43.760837083987745,415.0610025850458,2
2020-11-21,Australia_to_EC_India,Handysize,43.65159869228043,398.8539588431047,7
2020-11-22,Australia_to_EC_India,Handysize,43.283158790811996,389.19375008850585,8
2020-11-23,Australia_to_EC_India,Handysize,43.302792104279845,383.5540223987379,0
2020-11-24,Australia_to_EC_India,Handysize,43.0417893336889,401.58835274578723,7
2020-11-25,Australia_to_EC_India,Handysize,42.54867069544892,393.89707925611043,4
2020-11-26,Australia_to_EC_India,Handysize,42.44640709038739,406.7483461597575,0
2020-11-27,Australia_to_EC_India,Handysize,41.97894259455251,401.65495897092154,9
2020-11-28,Australia_to_EC_India,Handysize,41.63577535495027,412.42477215479397,5
2020-11-29,Australia_to_EC_India,Handysize,41.88700510701764,406.4823257166729,1
2020-11-30,Australia_to_EC_India,Handysize,42.2748421847455,420.61728441226944,9
2020-12-01,Australia_to_EC_India,Handysize,42.14696015988893,399.3947991616066,8
2020-12-02,Australia_to_EC_India,Handysize,42.294942843267236,398.1774938701594,5
2020-12-03,Australia_to_EC_India,Handysize,42.42933528978348,416.34801845990296,6
2020-12-04,Australia_to_EC_India,Handysize,42.92829289417135,398.6987358968975,0
